Year,Month,Danceability,Danceability,Energy,Energy,Speechiness,Speechiness,Acousticness,Acousticness,Instrumentalness,Instrumentalness,Liveness
,,mean,std,mean,std,mean,std,mean,std,mean,std,mean
1961,7,0.5453958333333333,0.1456662959284115,0.6335416666666667,0.19060853928464733,0.03685416666666667,0.01170089937138555,0.6114791666666667,0.2187899983694977,0.05973772270833333,0.1754982157091207,0.17502083333333332
1961,8,0.5238333333333334,0.13973981339315747,0.5879523809523809,0.23171049560751583,0.03711190476190476,0.012698188892965806,0.6354095238095239,0.2450856891559276,0.04110910309523809,0.14818944399634293,0.16707619047619046
1961,9,0.5236,0.13144006160953503,0.5555599999999999,0.23653236047319273,0.036146,0.010541757782403138,0.620156,0.2662797800994208,0.0004146768,0.0008796221873737402,0.154938
1961,10,0.5143469387755102,0.11378590111484375,0.47097959183673466,0.21133489317864654,0.04895918367346939,0.046483903658360366,0.6150408163265306,0.23505234870694883,0.00031479693877551024,0.0006301506053456722,0.14700000000000002
1961,11,0.4728,0.11416036735086398,0.38805,0.1573435647505835,0.06255,0.06253014851800857,0.6789,0.10708771613667192,0.000264522,0.0005191970889708354,0.175225
1961,12,0.5615238095238095,0.11519228231423277,0.523,0.19397551391863868,0.08402857142857142,0.06922977063992877,0.5589047619047619,0.30061901216687953,3.8681904761904765e-05,0.00011783776235227177,0.1837047619047619
1962,1,0.5813636363636363,0.09174993807280545,0.541030303030303,0.22227172065521583,0.0680060606060606,0.058260942853005836,0.566060606060606,0.2939547094572924,9.660363636363636e-05,0.00017001465609283112,0.21195757575757576
1962,2,0.5749189189189189,0.09415719078528509,0.5678648648648649,0.2283681435949616,0.05461891891891892,0.04273577630717121,0.5838648648648649,0.2833806001909174,8.616e-05,0.0001631506582545375,0.2378810810810811
1962,3,0.55614,0.10061910598785857,0.56768,0.2241137138478899,0.055496,0.04421458324386392,0.56538,0.271199820149239,7.37544e-05,0.0001523246394658729,0.25354
1962,4,0.586344827586207,0.11246405008524438,0.6056896551724138,0.18259187578709046,0.057827586206896556,0.04432309053619573,0.5656896551724138,0.2057892652080687,7.489655172413793e-05,0.00013928191986747757,0.2548620689655172
1962,5,0.58312,0.11913798722489816,0.58476,0.18463957683371499,0.058876,0.047546067836012125,0.57768,0.19362457660810176,6.7134e-05,0.00010705013595663171,0.19896
1962,6,0.5876969696969697,0.08763578209287747,0.5140303030303031,0.1847624293600577,0.04589393939393939,0.03150339207325478,0.6013333333333334,0.185995071619295,6.585606060606062e-05,8.80973943974577e-05,0.20723636363636364
1962,7,0.56025,0.10629295770248777,0.5184444444444445,0.16470275293812434,0.04343333333333334,0.01331551189939227,0.6434805555555556,0.19682952568794063,4.5216666666666663e-05,7.927484198299339e-05,0.21111666666666667
1962,8,0.5396382978723404,0.12941917496728872,0.525936170212766,0.16672515840713256,0.046014893617021276,0.019621627139941054,0.6130042553191489,0.26514659436477356,3.0337234042553195e-05,6.049771802028093e-05,0.20607659574468087
1962,9,0.5442926829268292,0.15068547439989682,0.542609756097561,0.16579096447767896,0.04882682926829268,0.023265726126539054,0.6136219512195122,0.3055921542777196,0.0003451780487804878,0.002042471459716414,0.1753170731707317
1962,10,0.5365454545454545,0.17585051207603175,0.5780454545454545,0.1782714562716424,0.04992272727272728,0.02629508249913591,0.5164636363636363,0.3617134508412433,0.0018143704545454547,0.004590301714616814,0.14508181818181817
1962,11,0.5476,0.16129684957930993,0.5387,0.16585158235127287,0.03956,0.01964094541619892,0.64505,0.24920430743088143,0.002621108,0.005375558688190955,0.14779
1962,12,0.5866875,0.15143391022709102,0.49374999999999997,0.15956294473759666,0.03274375,0.004099263145168085,0.6129375,0.20209584153729307,4.90625e-07,7.515802795887253e-07,0.1205
1963,1,0.602,0.1450319505028691,0.5203870967741936,0.164276124745169,0.039461290322580646,0.0180810707171774,0.7075483870967743,0.14530699425920682,0.0047182645161290325,0.012396045989291596,0.1340516129032258
1963,2,0.5411190476190476,0.1567238058996023,0.46761904761904766,0.17519730374094014,0.04269047619047619,0.022790892591857077,0.7266190476190476,0.1279370943711949,0.0035150780952380952,0.010799186003981116,0.14260952380952382
